b3001_b3002,b3001_b3003,b3001_b3004,b3001_b3005,b3001_b3006,b3001_b3007,b3001_b3008,b3001_b3009,b3001_b3010,b3001_b3011,b3001_b3012,b3001_b3013,b3002_b3003,b3002_b3004,b3002_b3005,b3002_b3006,b3002_b3007,b3002_b3008,b3002_b3009,b3002_b3010,b3002_b3011,b3002_b3012,b3002_b3013,b3003_b3004,b3003_b3005,b3003_b3006,b3003_b3007,b3003_b3008,b3003_b3009,b3003_b3010,b3003_b3011,b3003_b3012,b3003_b3013,b3004_b3005,b3004_b3006,b3004_b3007,b3004_b3008,b3004_b3009,b3004_b3010,b3004_b3011,b3004_b3012,b3004_b3013,b3005_b3006,b3005_b3007,b3005_b3008,b3005_b3009,b3005_b3010,b3005_b3011,b3005_b3012,b3005_b3013,b3006_b3007,b3006_b3008,b3006_b3009,b3006_b3010,b3006_b3011,b3006_b3012,b3006_b3013,b3007_b3008,b3007_b3009,b3007_b3010,b3007_b3011,b3007_b3012,b3007_b3013,b3008_b3009,b3008_b3010,b3008_b3011,b3008_b3012,b3008_b3013,b3009_b3010,b3009_b3011,b3009_b3012,b3009_b3013,b3010_b3011,b3010_b3012,b3010_b3013,b3011_b3012,b3011_b3013,b3012_b3013
0,0,122,116,144,124,0,0,0,0,0,0,0,122,116,144,124,0,0,0,0,0,0,122,116,144,124,0,0,0,0,0,0,-6,22,2,-122,-122,-122,-122,-122,-122,28,8,-116,-116,-116,-116,-116,-116,-20,-144,-144,-144,-144,-144,-144,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,122,120,144,124,0,0,0,0,0,0,0,122,120,144,124,0,0,0,0,0,0,122,120,144,124,0,0,0,0,0,0,-2,22,2,-122,-122,-122,-122,-122,-122,24,4,-120,-120,-120,-120,-120,-120,-20,-144,-144,-144,-144,-144,-144,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,122,120,139,124,0,0,0,0,0,0,0,122,120,139,124,0,0,0,0,0,0,122,120,139,124,0,0,0,0,0,0,-2,17,2,-122,-122,-122,-122,-122,-122,19,4,-120,-120,-120,-120,-120,-120,-15,-139,-139,-139,-139,-139,-139,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,122,0,133,121,0,0,0,0,0,0,0,122,0,133,121,0,0,0,0,0,0,122,0,133,121,0,0,0,0,0,0,-122,11,-1,-122,-122,-122,-122,-122,-122,133,121,0,0,0,0,0,0,-12,-133,-133,-133,-133,-133,-133,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,123,0,127,127,0,0,0,0,0,0,0,123,0,127,127,0,0,0,0,0,0,123,0,127,127,0,0,0,0,0,0,-123,4,4,-123,-123,-123,-123,-123,-123,127,127,0,0,0,0,0,0,0,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,123,0,127,127,0,0,0,0,0,0,0,123,0,127,127,0,0,0,0,0,0,123,0,127,127,0,0,0,0,0,0,-123,4,4,-123,-123,-123,-123,-123,-123,127,127,0,0,0,0,0,0,0,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,-127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,122,0,127,121,122,0,0,0,0,0,0,122,0,127,121,122,0,0,0,0,0,122,0,127,121,122,0,0,0,0,0,-122,5,-1,0,-122,-122,-122,-122,-122,127,121,122,0,0,0,0,0,-6,-5,-127,-127,-127,-127,-127,1,-121,-121,-121,-121,-121,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
0,0,122,0,130,131,122,0,0,0,0,0,0,122,0,130,131,122,0,0,0,0,0,122,0,130,131,122,0,0,0,0,0,-122,8,9,0,-122,-122,-122,-122,-122,130,131,122,0,0,0,0,0,1,-8,-130,-130,-130,-130,-130,-9,-131,-131,-131,-131,-131,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
121,0,0,0,129,131,122,0,0,0,0,0,-121,-121,-121,8,10,1,-121,-121,-121,-121,-121,0,0,129,131,122,0,0,0,0,0,0,129,131,122,0,0,0,0,0,129,131,122,0,0,0,0,0,2,-7,-129,-129,-129,-129,-129,-9,-131,-131,-131,-131,-131,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
2,-119,-119,-3,-119,12,3,-119,-119,-119,-119,-119,-121,-121,-5,-121,10,1,-121,-121,-121,-121,-121,0,116,0,131,122,0,0,0,0,0,116,0,131,122,0,0,0,0,0,-116,15,6,-116,-116,-116,-116,-116,131,122,0,0,0,0,0,-9,-131,-131,-131,-131,-131,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
2,-119,-119,-3,-119,12,5,-119,-119,-119,-119,-119,-121,-121,-5,-121,10,3,-121,-121,-121,-121,-121,0,116,0,131,124,0,0,0,0,0,116,0,131,124,0,0,0,0,0,-116,15,8,-116,-116,-116,-116,-116,131,124,0,0,0,0,0,-7,-131,-131,-131,-131,-131,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0
2,-119,-119,-3,4,4,5,-119,-119,-119,-119,-119,-121,-121,-5,2,2,3,-121,-121,-121,-121,-121,0,116,123,123,124,0,0,0,0,0,116,123,123,124,0,0,0,0,0,7,7,8,-116,-116,-116,-116,-116,0,1,-123,-123,-123,-123,-123,1,-123,-123,-123,-123,-123,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0
0,-119,1,-3,4,5,-119,-119,-119,-119,-119,-119,-119,1,-3,4,5,-119,-119,-119,-119,-119,-119,120,116,123,124,0,0,0,0,0,0,-4,3,4,-120,-120,-120,-120,-120,-120,7,8,-116,-116,-116,-116,-116,-116,1,-123,-123,-123,-123,-123,-123,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-119,-119,1,-3,4,12,-119,-119,-119,-119,-119,-119,0,120,116,123,131,0,0,0,0,0,0,120,116,123,131,0,0,0,0,0,0,-4,3,11,-120,-120,-120,-120,-120,-120,7,15,-116,-116,-116,-116,-116,-116,8,-123,-123,-123,-123,-123,-123,-131,-131,-131,-131,-131,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,120,113,123,131,0,0,0,0,0,0,120,120,113,123,131,0,0,0,0,0,0,0,-7,3,11,-120,-120,-120,-120,-120,-120,-7,3,11,-120,-120,-120,-120,-120,-120,10,18,-113,-113,-113,-113,-113,-113,8,-123,-123,-123,-123,-123,-123,-131,-131,-131,-131,-131,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,120,118,127,138,0,0,0,0,0,0,120,120,118,127,138,0,0,0,0,0,0,0,-2,7,18,-120,-120,-120,-120,-120,-120,-2,7,18,-120,-120,-120,-120,-120,-120,9,20,-118,-118,-118,-118,-118,-118,11,-127,-127,-127,-127,-127,-127,-138,-138,-138,-138,-138,-138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,120,113,126,137,0,0,0,0,0,0,120,120,113,126,137,0,0,0,0,0,0,0,-7,6,17,-120,-120,-120,-120,-120,-120,-7,6,17,-120,-120,-120,-120,-120,-120,13,24,-113,-113,-113,-113,-113,-113,11,-126,-126,-126,-126,-126,-126,-137,-137,-137,-137,-137,-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,123,119,122,128,0,0,0,0,0,0,120,123,119,122,128,0,0,0,0,0,0,3,-1,2,8,-120,-120,-120,-120,-120,-120,-4,-1,5,-123,-123,-123,-123,-123,-123,3,9,-119,-119,-119,-119,-119,-119,6,-122,-122,-122,-122,-122,-122,-128,-128,-128,-128,-128,-128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-119,1,5,-119,2,2,-119,-119,-119,-119,-119,-119,120,124,0,121,121,0,0,0,0,0,0,4,-120,1,1,-120,-120,-120,-120,-120,-120,-124,-3,-3,-124,-124,-124,-124,-124,-124,121,121,0,0,0,0,0,0,0,-121,-121,-121,-121,-121,-121,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-119,1,-3,-119,0,2,-119,-119,-119,-119,-119,-119,120,116,0,119,121,0,0,0,0,0,0,-4,-120,-1,1,-120,-120,-120,-120,-120,-120,-116,3,5,-116,-116,-116,-116,-116,-116,119,121,0,0,0,0,0,0,2,-119,-119,-119,-119,-119,-119,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-119,-119,-3,-119,4,3,-119,-119,-119,-119,-119,-119,0,116,0,123,122,0,0,0,0,0,0,116,0,123,122,0,0,0,0,0,0,-116,7,6,-116,-116,-116,-116,-116,-116,123,122,0,0,0,0,0,0,-1,-123,-123,-123,-123,-123,-123,-122,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-119,-119,-3,-119,4,2,-119,-119,-119,-119,-119,-119,0,116,0,123,121,0,0,0,0,0,0,116,0,123,121,0,0,0,0,0,0,-116,7,5,-116,-116,-116,-116,-116,-116,123,121,0,0,0,0,0,0,-2,-123,-123,-123,-123,-123,-123,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-122,-122,-2,-122,-2,-122,-122,-122,-122,-122,-122,-122,0,120,0,120,0,0,0,0,0,0,0,120,0,120,0,0,0,0,0,0,0,-120,0,-120,-120,-120,-120,-120,-120,-120,120,0,0,0,0,0,0,0,-120,-120,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,112,0,120,0,0,0,0,0,0,0,0,112,0,120,0,0,0,0,0,0,0,112,0,120,0,0,0,0,0,0,0,-112,8,-112,-112,-112,-112,-112,-112,-112,120,0,0,0,0,0,0,0,-120,-120,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,-120,-120,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,-115,-115,-115,-115,-115,-115,-115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,121,0,0,0,0,0,0,121,0,0,0,0,0,0,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,121,0,0,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,123,121,0,0,0,0,0,0,-2,-123,-123,-123,-123,-123,-123,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,121,0,0,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,123,121,0,0,0,0,0,0,-2,-123,-123,-123,-123,-123,-123,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,121,0,0,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,0,123,121,0,0,0,0,0,0,123,121,0,0,0,0,0,0,-2,-123,-123,-123,-123,-123,-123,-121,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,120,0,0,0,0,0,0,0,0,0,123,120,0,0,0,0,0,0,0,0,123,120,0,0,0,0,0,0,0,123,120,0,0,0,0,0,0,123,120,0,0,0,0,0,0,-3,-123,-123,-123,-123,-123,-123,-120,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,119,120,0,0,0,0,0,0,0,0,0,119,120,0,0,0,0,0,0,0,0,119,120,0,0,0,0,0,0,0,119,120,0,0,0,0,0,0,119,120,0,0,0,0,0,0,1,-119,-119,-119,-119,-119,-119,-120,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,124,0,0,0,0,0,0,0,0,0,123,124,0,0,0,0,0,0,0,0,123,124,0,0,0,0,0,0,0,123,124,0,0,0,0,0,0,123,124,0,0,0,0,0,0,1,-123,-123,-123,-123,-123,-123,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,124,0,0,0,0,0,0,0,0,0,123,124,0,0,0,0,0,0,0,0,123,124,0,0,0,0,0,0,0,123,124,0,0,0,0,0,0,123,124,0,0,0,0,0,0,1,-123,-123,-123,-123,-123,-123,-124,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,119,0,0,0,0,0,0,0,0,0,123,119,0,0,0,0,0,0,0,0,123,119,0,0,0,0,0,0,0,123,119,0,0,0,0,0,0,123,119,0,0,0,0,0,0,-4,-123,-123,-123,-123,-123,-123,-119,-119,-119,-119,-119,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,114,0,0,0,0,0,0,0,0,0,123,114,0,0,0,0,0,0,0,0,123,114,0,0,0,0,0,0,0,123,114,0,0,0,0,0,0,123,114,0,0,0,0,0,0,-9,-123,-123,-123,-123,-123,-123,-114,-114,-114,-114,-114,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,-123,-123,-123,-123,-123,-123,-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,-126,-126,-126,-126,-126,-126,-126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,125,0,121,0,0,0,0,0,0,0,0,125,0,121,0,0,0,0,0,0,0,125,0,121,0,0,0,0,0,0,125,0,121,0,0,0,0,0,125,0,121,0,0,0,0,0,-125,-4,-125,-125,-125,-125,-125,121,0,0,0,0,0,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0
0,0,0,0,119,0,121,0,0,0,0,0,0,0,0,119,0,121,0,0,0,0,0,0,0,119,0,121,0,0,0,0,0,0,119,0,121,0,0,0,0,0,119,0,121,0,0,0,0,0,-119,2,-119,-119,-119,-119,-119,121,0,0,0,0,0,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0
0,0,0,0,127,0,121,0,0,0,0,0,0,0,0,127,0,121,0,0,0,0,0,0,0,127,0,121,0,0,0,0,0,0,127,0,121,0,0,0,0,0,127,0,121,0,0,0,0,0,-127,-6,-127,-127,-127,-127,-127,121,0,0,0,0,0,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0
0,0,0,121,122,0,121,0,0,0,0,0,0,0,121,122,0,121,0,0,0,0,0,0,121,122,0,121,0,0,0,0,0,121,122,0,121,0,0,0,0,0,1,-121,0,-121,-121,-121,-121,-121,-122,-1,-122,-122,-122,-122,-122,121,0,0,0,0,0,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0
0,0,0,121,122,0,119,0,0,0,0,0,0,0,121,122,0,119,0,0,0,0,0,0,121,122,0,119,0,0,0,0,0,121,122,0,119,0,0,0,0,0,1,-121,-2,-121,-121,-121,-121,-121,-122,-3,-122,-122,-122,-122,-122,119,0,0,0,0,0,-119,-119,-119,-119,-119,0,0,0,0,0,0,0,0,0,0
0,0,0,121,132,0,122,0,0,0,0,0,0,0,121,132,0,122,0,0,0,0,0,0,121,132,0,122,0,0,0,0,0,121,132,0,122,0,0,0,0,0,11,-121,1,-121,-121,-121,-121,-121,-132,-10,-132,-132,-132,-132,-132,122,0,0,0,0,0,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
0,0,0,121,133,0,122,0,0,0,0,0,0,0,121,133,0,122,0,0,0,0,0,0,121,133,0,122,0,0,0,0,0,121,133,0,122,0,0,0,0,0,12,-121,1,-121,-121,-121,-121,-121,-133,-11,-133,-133,-133,-133,-133,122,0,0,0,0,0,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
0,0,0,119,127,0,122,0,0,0,0,0,0,0,119,127,0,122,0,0,0,0,0,0,119,127,0,122,0,0,0,0,0,119,127,0,122,0,0,0,0,0,8,-119,3,-119,-119,-119,-119,-119,-127,-5,-127,-127,-127,-127,-127,122,0,0,0,0,0,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
0,0,0,119,127,0,123,0,0,0,0,0,0,0,119,127,0,123,0,0,0,0,0,0,119,127,0,123,0,0,0,0,0,119,127,0,123,0,0,0,0,0,8,-119,4,-119,-119,-119,-119,-119,-127,-4,-127,-127,-127,-127,-127,123,0,0,0,0,0,-123,-123,-123,-123,-123,0,0,0,0,0,0,0,0,0,0
0,0,0,124,125,0,122,0,0,0,0,0,0,0,124,125,0,122,0,0,0,0,0,0,124,125,0,122,0,0,0,0,0,124,125,0,122,0,0,0,0,0,1,-124,-2,-124,-124,-124,-124,-124,-125,-3,-125,-125,-125,-125,-125,122,0,0,0,0,0,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
0,0,0,121,125,0,121,0,0,0,0,0,0,0,121,125,0,121,0,0,0,0,0,0,121,125,0,121,0,0,0,0,0,121,125,0,121,0,0,0,0,0,4,-121,0,-121,-121,-121,-121,-121,-125,-4,-125,-125,-125,-125,-125,121,0,0,0,0,0,-121,-121,-121,-121,-121,0,0,0,0,0,0,0,0,0,0
122,0,0,121,122,0,120,0,0,0,0,0,-122,-122,-1,0,-122,-2,-122,-122,-122,-122,-122,0,121,122,0,120,0,0,0,0,0,121,122,0,120,0,0,0,0,0,1,-121,-1,-121,-121,-121,-121,-121,-122,-2,-122,-122,-122,-122,-122,120,0,0,0,0,0,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0
122,0,0,125,119,0,120,0,0,0,0,0,-122,-122,3,-3,-122,-2,-122,-122,-122,-122,-122,0,125,119,0,120,0,0,0,0,0,125,119,0,120,0,0,0,0,0,-6,-125,-5,-125,-125,-125,-125,-125,-119,1,-119,-119,-119,-119,-119,120,0,0,0,0,0,-120,-120,-120,-120,-120,0,0,0,0,0,0,0,0,0,0
1,-121,-121,4,-3,-121,2,-121,-121,-121,-121,-121,-122,-122,3,-4,-122,1,-122,-122,-122,-122,-122,0,125,118,0,123,0,0,0,0,0,125,118,0,123,0,0,0,0,0,-7,-125,-2,-125,-125,-125,-125,-125,-118,5,-118,-118,-118,-118,-118,123,0,0,0,0,0,-123,-123,-123,-123,-123,0,0,0,0,0,0,0,0,0,0
1,-121,-121,5,-3,-121,4,-121,-121,-121,-121,-121,-122,-122,4,-4,-122,3,-122,-122,-122,-122,-122,0,126,118,0,125,0,0,0,0,0,126,118,0,125,0,0,0,0,0,-8,-126,-1,-126,-126,-126,-126,-126,-118,7,-118,-118,-118,-118,-118,125,0,0,0,0,0,-125,-125,-125,-125,-125,0,0,0,0,0,0,0,0,0,0
2,-121,-121,5,-3,-121,1,-121,-121,-121,-121,-121,-123,-123,3,-5,-123,-1,-123,-123,-123,-123,-123,0,126,118,0,122,0,0,0,0,0,126,118,0,122,0,0,0,0,0,-8,-126,-4,-126,-126,-126,-126,-126,-118,4,-118,-118,-118,-118,-118,122,0,0,0,0,0,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
-1,-121,-121,5,-3,-121,1,-121,-121,-121,-121,-121,-120,-120,6,-2,-120,2,-120,-120,-120,-120,-120,0,126,118,0,122,0,0,0,0,0,126,118,0,122,0,0,0,0,0,-8,-126,-4,-126,-126,-126,-126,-126,-118,4,-118,-118,-118,-118,-118,122,0,0,0,0,0,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
2,-118,-118,8,1,-118,4,-118,-118,-118,-118,-118,-120,-120,6,-1,-120,2,-120,-120,-120,-120,-120,0,126,119,0,122,0,0,0,0,0,126,119,0,122,0,0,0,0,0,-7,-126,-4,-126,-126,-126,-126,-126,-119,3,-119,-119,-119,-119,-119,122,0,0,0,0,0,-122,-122,-122,-122,-122,0,0,0,0,0,0,0,0,0,0
2,-118,-118,3,-4,-118,6,-118,-118,-118,-118,-118,-120,-120,1,-6,-120,4,-120,-120,-120,-120,-120,0,121,114,0,124,0,0,0,0,0,121,114,0,124,0,0,0,0,0,-7,-121,3,-121,-121,-121,-121,-121,-114,10,-114,-114,-114,-114,-114,124,0,0,0,0,0,-124,-124,-124,-124,-124,0,0,0,0,0,0,0,0,0,0
-7,-127,-127,-6,-127,-127,-8,-127,-127,-127,-127,-127,-120,-120,1,-120,-120,-1,-120,-120,-120,-120,-120,0,121,0,0,119,0,0,0,0,0,121,0,0,119,0,0,0,0,0,-121,-121,-2,-121,-121,-121,-121,-121,0,119,0,0,0,0,0,119,0,0,0,0,0,-119,-119,-119,-119,-119,0,0,0,0,0,0,0,0,0,0
-119,-119,-119,4,-119,-119,0,-119,-119,-119,-119,-119,0,0,123,0,0,119,0,0,0,0,0,0,123,0,0,119,0,0,0,0,0,123,0,0,119,0,0,0,0,0,-123,-123,-4,-123,-123,-123,-123,-123,0,119,0,0,0,0,0,119,0,0,0,0,0,-119,-119,-119,-119,-119,0,0,0,0,0,0,0,0,0,0
-120,-120,-120,3,-1,-120,-1,-120,-120,-120,-120,-120,0,0,123,119,0,119,0,0,0,0,0,0,123,119,0,119,0,0,0,0,0,123,119,0,119,0,0,0,0,0,-4,-123,-4,-123,-123,-123,-123,-123,-119,0,-119,-119,-119,-119,-119,119,0,0,0,0,0,-119,-119,-119,-119,-119,0,0,0,0,0,0,0,0,0,0
-132,-132,-132,-13,-13,-132,-13,-132,-132,-132,-132,-132,0,0,119,119,0,119,0,0,0,0,0,0,119,119,0,119,0,0,0,0,0,119,119,0,119,0,0,0,0,0,0,-119,0,-119,-119,-119,-119,-119,-119,0,-119,-119,-119,-119,-119,119,0,0,0,0,0,-119,-119,-119,-119,-119,0,0,0,0,0,0,0,0,0,0
