b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
-82,-80,-200,-200,-74,-81,-200,-78,-200,-200,-200,-200,-200
-82,-80,-200,-200,-79,-86,-200,-76,-200,-200,-200,-200,-200
-73,-80,-200,-200,-79,-200,-200,-81,-200,-200,-200,-200,-200
-81,-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200
-80,-200,-200,-200,-77,-81,-200,-81,-200,-200,-200,-200,-200
-68,-200,-200,-200,-81,-81,-200,-81,-200,-200,-200,-200,-200
-72,-200,-200,-200,-81,-81,-200,-81,-200,-200,-200,-200,-200
-65,-200,-200,-200,-80,-81,-200,-200,-200,-200,-200,-200,-200
-65,-200,-200,-200,-82,-81,-200,-200,-200,-200,-200,-200,-200
-69,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-77,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
-78,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-72,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-82,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
-75,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
-75,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
-75,-200,-200,-200,-80,-83,-200,-200,-200,-200,-200,-200,-200
-66,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200
-65,-200,-200,-200,-200,-86,-200,-76,-200,-200,-200,-200,-200
-76,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200
-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
-200,-79,-200,-200,-76,-200,-200,-75,-200,-200,-200,-200,-200
-200,-79,-200,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200
-200,-79,-200,-200,-75,-200,-200,-77,-200,-200,-200,-200,-200
-200,-79,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
-200,-81,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
-200,-79,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
-200,-79,-200,-200,-72,-200,-200,-81,-200,-200,-200,-200,-200
-200,-80,-200,-200,-74,-200,-200,-81,-200,-200,-200,-200,-200
-200,-75,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-75,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
-200,-76,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-77,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-76,-80,-200,-200,-200,-200,-200,-200,-200
-200,-81,-82,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200
-200,-80,-82,-200,-73,-80,-200,-200,-200,-200,-200,-200,-200
-200,-200,-82,-200,-73,-80,-200,-200,-200,-200,-200,-200,-200
-200,-200,-82,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-81,-200,-76,-84,-200,-200,-200,-200,-200,-200,-200
-200,-200,-87,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
-200,-83,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-81,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-87,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-79,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-79,-78,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
-200,-79,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-79,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-78,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
-200,-77,-81,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
-200,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
-200,-79,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-79,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-80,-200,-200,-76,-200,-200,-80,-200,-200,-200,-200,-200
-200,-78,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
-200,-80,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
-200,-80,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
-200,-75,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
-200,-79,-200,-200,-78,-200,-200,-78,-200,-200,-200,-200,-200
-200,-78,-200,-200,-79,-200,-200,-78,-200,-200,-200,-200,-200
-200,-78,-200,-200,-75,-200,-200,-81,-200,-200,-200,-200,-200
-200,-78,-200,-200,-72,-200,-200,-81,-200,-200,-200,-200,-200
-200,-200,-200,-200,-72,-200,-200,-78,-200,-200,-200,-200,-200
-200,-200,-200,-200,-74,-200,-200,-76,-200,-200,-200,-200,-200
-200,-200,-200,-200,-74,-200,-200,-76,-200,-200,-200,-200,-200
-200,-200,-200,-200,-70,-200,-200,-76,-200,-200,-200,-200,-200
-200,-200,-200,-200,-68,-200,-200,-77,-200,-200,-200,-200,-200
-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
-200,-200,-200,-200,-68,-79,-200,-83,-200,-200,-200,-200,-200
-200,-79,-200,-200,-66,-79,-200,-79,-200,-200,-200,-200,-200
-200,-79,-200,-200,-66,-79,-200,-79,-200,-200,-200,-200,-200
-200,-79,-200,-200,-69,-79,-200,-79,-200,-200,-200,-200,-200
-200,-79,-200,-200,-78,-80,-200,-79,-200,-200,-200,-200,-200
-79,-75,-200,-200,-68,-80,-200,-81,-200,-200,-200,-200,-200
-79,-80,-200,-200,-64,-77,-200,-81,-200,-200,-200,-200,-200
-79,-200,-200,-200,-69,-78,-200,-78,-200,-200,-200,-200,-200
-79,-200,-200,-200,-58,-79,-200,-78,-200,-200,-200,-200,-200
-78,-80,-200,-200,-59,-81,-200,-74,-200,-200,-200,-200,-200
-200,-80,-200,-200,-60,-81,-200,-77,-200,-200,-200,-200,-200
-200,-80,-200,-200,-60,-78,-200,-74,-200,-200,-200,-200,-200
-81,-80,-200,-200,-62,-78,-200,-73,-200,-200,-200,-200,-200
-81,-81,-200,-200,-69,-78,-200,-72,-200,-200,-200,-200,-200
-81,-81,-200,-200,-69,-78,-200,-72,-200,-200,-200,-200,-200
-81,-80,-200,-200,-65,-77,-200,-79,-200,-200,-200,-200,-200
-81,-77,-200,-200,-65,-77,-200,-80,-200,-200,-200,-200,-200
-200,-77,-200,-200,-65,-78,-200,-80,-200,-200,-200,-200,-200
-200,-82,-200,-200,-64,-78,-200,-79,-200,-200,-200,-200,-200
-200,-82,-200,-200,-64,-78,-200,-77,-200,-200,-200,-200,-200
-200,-81,-200,-200,-66,-79,-200,-77,-200,-200,-200,-200,-200
-200,-81,-200,-200,-66,-79,-200,-80,-200,-200,-200,-200,-200
-200,-81,-200,-200,-67,-200,-200,-80,-200,-200,-200,-200,-200
-200,-81,-200,-200,-66,-78,-200,-78,-200,-200,-200,-200,-200
-200,-81,-200,-200,-68,-78,-200,-79,-200,-200,-200,-200,-200
-200,-82,-200,-200,-65,-78,-200,-78,-200,-200,-200,-200,-200
-200,-77,-200,-200,-65,-78,-200,-78,-200,-200,-200,-200,-200
-200,-82,-200,-200,-65,-78,-200,-79,-200,-200,-200,-200,-200
-200,-81,-200,-200,-74,-78,-200,-200,-200,-200,-200,-200,-200
-200,-75,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
-200,-74,-200,-200,-74,-78,-200,-200,-200,-200,-200,-200,-200
-200,-74,-200,-200,-70,-78,-200,-200,-200,-200,-200,-200,-200
-200,-76,-200,-200,-70,-80,-200,-200,-200,-200,-200,-200,-200
-200,-74,-200,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200
-200,-70,-200,-200,-71,-80,-200,-200,-200,-200,-200,-200,-200
-200,-69,-200,-200,-68,-80,-200,-200,-200,-200,-200,-200,-200
-200,-72,-200,-200,-67,-80,-200,-200,-200,-200,-200,-200,-200
-200,-72,-200,-200,-72,-80,-200,-200,-200,-200,-200,-200,-200
-200,-79,-200,-200,-72,-80,-200,-200,-200,-200,-200,-200,-200
-200,-79,-200,-200,-72,-81,-200,-200,-200,-200,-200,-200,-200
-200,-72,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-67,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-68,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
-200,-77,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
-200,-76,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
-200,-76,-76,-200,-67,-79,-200,-200,-200,-200,-200,-200,-200
-200,-76,-76,-200,-67,-79,-200,-200,-200,-200,-200,-200,-200
-200,-82,-76,-200,-72,-83,-200,-200,-200,-200,-200,-200,-200
-200,-72,-80,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-72,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
-200,-75,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
-200,-70,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
-200,-70,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
-200,-73,-74,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
-200,-69,-74,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
-200,-71,-74,-200,-81,-75,-200,-200,-200,-200,-200,-200,-200
-200,-67,-74,-200,-81,-75,-200,-200,-200,-200,-200,-200,-200
-200,-68,-79,-200,-81,-75,-200,-200,-200,-200,-200,-200,-200
-200,-73,-79,-200,-81,-75,-200,-200,-200,-200,-200,-200,-200
-200,-73,-71,-200,-81,-77,-200,-200,-200,-200,-200,-200,-200
-200,-68,-71,-200,-81,-76,-200,-200,-200,-200,-200,-200,-200
-200,-73,-70,-82,-200,-72,-200,-200,-200,-200,-200,-200,-200
-200,-76,-70,-82,-200,-72,-200,-200,-200,-200,-200,-200,-200
-200,-75,-70,-82,-200,-72,-200,-200,-200,-200,-200,-200,-200
-200,-74,-70,-82,-200,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-76,-80,-200,-74,-200,-200,-200,-200,-200,-200,-200
-200,-78,-63,-86,-200,-67,-200,-200,-200,-200,-200,-200,-200
-200,-78,-63,-80,-200,-75,-200,-200,-200,-200,-200,-200,-200
-200,-78,-60,-80,-200,-75,-200,-200,-200,-200,-200,-200,-200
-200,-78,-60,-80,-200,-71,-200,-200,-200,-200,-200,-200,-200
-200,-74,-69,-80,-200,-77,-200,-200,-200,-200,-200,-200,-200
-200,-80,-64,-82,-200,-71,-200,-200,-200,-200,-200,-200,-200
-200,-81,-64,-85,-200,-76,-200,-200,-200,-200,-200,-200,-200
-200,-79,-64,-78,-200,-76,-200,-200,-200,-200,-200,-200,-200
-200,-77,-64,-78,-200,-79,-200,-200,-200,-200,-200,-200,-200
-200,-80,-72,-78,-200,-79,-200,-200,-200,-200,-200,-200,-200
-200,-80,-72,-79,-200,-79,-200,-200,-200,-200,-200,-200,-200
-200,-80,-79,-75,-200,-77,-79,-200,-200,-200,-200,-200,-200
-200,-80,-78,-75,-200,-81,-79,-200,-200,-200,-200,-200,-200
-200,-200,-78,-80,-200,-200,-79,-200,-200,-200,-200,-200,-200
-200,-200,-77,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200
-200,-200,-83,-73,-200,-200,-81,-200,-200,-200,-200,-200,-200
-200,-200,-200,-73,-200,-200,-81,-200,-200,-200,-200,-200,-200
-200,-200,-200,-65,-200,-200,-81,-200,-200,-200,-200,-200,-200
-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-67,-200,-200,-71,-200,-200,-200,-200,-200,-200
-200,-200,-200,-67,-200,-200,-71,-200,-200,-200,-200,-200,-200
-200,-200,-200,-67,-200,-200,-71,-200,-200,-200,-200,-200,-200
-200,-200,-200,-67,-200,-77,-71,-200,-200,-200,-200,-200,-200
-200,-200,-200,-78,-200,-77,-72,-200,-200,-200,-200,-200,-200
-200,-200,-200,-79,-200,-77,-72,-200,-200,-200,-200,-200,-200
-200,-200,-200,-77,-200,-77,-76,-200,-200,-200,-200,-200,-200
-200,-200,-200,-77,-200,-78,-75,-200,-200,-200,-200,-200,-200
-200,-200,-200,-80,-200,-76,-65,-200,-200,-200,-200,-200,-200
-200,-200,-200,-80,-200,-77,-62,-200,-200,-200,-200,-200,-200
-200,-200,-200,-80,-200,-77,-62,-200,-200,-200,-200,-200,-200
-200,-200,-200,-80,-200,-77,-63,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-75,-63,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-79,-87,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-80,-89,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200
-200,-200,-200,-200,-200,-83,-200,-200,-200,-79,-200,-200,-200
-200,-200,-200,-200,-200,-83,-200,-200,-200,-79,-200,-200,-200
-200,-200,-200,-200,-200,-83,-200,-200,-200,-78,-200,-200,-200
-200,-200,-200,-200,-200,-83,-200,-200,-200,-80,-200,-200,-200
-200,-200,-200,-200,-200,-87,-200,-200,-200,-81,-200,-200,-200
-200,-200,-200,-200,-200,-79,-200,-200,-200,-78,-200,-200,-200
-200,-84,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200
-200,-84,-200,-200,-80,-200,-200,-200,-200,-75,-200,-200,-200
-200,-84,-200,-200,-80,-200,-200,-200,-200,-65,-200,-200,-200
-200,-84,-200,-200,-80,-200,-200,-200,-200,-66,-200,-200,-200
-200,-86,-200,-200,-80,-200,-200,-200,-200,-63,-200,-200,-200
-200,-83,-200,-200,-74,-200,-200,-200,-200,-68,-200,-200,-200
-200,-200,-200,-200,-86,-200,-200,-200,-200,-68,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-81,-73,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-81,-72,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-81,-72,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-81,-76,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-81,-77,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-82,-70,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-82,-70,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-81,-81,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200
-200,-200,-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200
