b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013,x,y
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-67,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-65,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-65,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,4
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,4
-200,-69,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,4
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,4
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,4
-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,4
-200,-75,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,4
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,4
-200,-74,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,4
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,4
-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,4
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,4
-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,4
-75,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,4
-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,5
-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,5
-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,5
-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,5
-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,5
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,9,5
-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,5
-200,-64,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,10,5
-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,5
-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,5
-200,-66,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,10,5
-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,10,5
-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,5
-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,5
-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,5
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,5
-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,11,5
-200,-77,-200,-78,-200,-76,-200,-200,-200,-200,-200,-200,-200,11,5
-200,-80,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,11,5
-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,12,5
-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,12,5
-200,-76,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,12,5
-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,12,5
-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,12,5
-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,13,5
-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,13,5
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,13,5
-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,13,5
-200,-200,-200,-77,-200,-77,-200,-200,-200,-200,-200,-200,-200,13,5
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,14,5
-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,14,5
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,14,5
-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,14,5
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,14,5
-200,-200,-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200,14,5
-200,-200,-200,-80,-200,-76,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-79,-200,-77,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-73,-200,-80,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-81,-200,-73,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-78,-200,-74,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,15,5
-200,-200,-200,-76,-200,-78,-200,-200,-200,-200,-200,-200,-200,16,5
-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200,16,5
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,16,5
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,16,5
-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,16,5
-200,-200,-200,-79,-200,-75,-200,-200,-200,-200,-200,-200,-200,16,5
-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-80,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,17,5
-200,-200,-200,-70,-200,-200,-81,-200,-200,-200,-200,-200,-200,18,5
-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,18,5
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,18,5
-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200,-200,18,5
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,18,5
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,18,5
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,18,5
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,18,5
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,19,5
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,19,5
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,19,5
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,19,5
-200,-200,-200,-65,-200,-200,-82,-200,-200,-200,-200,-200,-200,19,5
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,20,5
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,20,5
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,20,5
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,20,5
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,20,5
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,21,5
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,21,5
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,21,5
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,21,5
-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,19,6
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,19,6
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,19,6
-200,-200,-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200,19,6
-200,-200,-200,-77,-200,-200,-82,-200,-200,-200,-200,-200,-200,19,6
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,19,6
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,18,6
-200,-200,-200,-78,-200,-200,-79,-200,-200,-200,-200,-200,-200,18,6
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,18,6
-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,17,6
-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,17,6
-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200,16,6
-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,16,6
-200,-200,-200,-81,-200,-76,-200,-200,-200,-200,-200,-200,-200,16,6
-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,16,6
-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,15,6
-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,15,6
-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,15,6
-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,15,6
-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,15,6
-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,15,6
-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,15,6
-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,14,6
-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,14,6
-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,14,6
-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,14,6
-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,14,6
-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,14,6
-200,-200,-200,-200,-80,-76,-200,-200,-200,-200,-200,-200,-200,13,6
-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,13,6
-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,13,6
