b3001_b3002,b3001_b3003,b3001_b3004,b3001_b3005,b3001_b3006,b3001_b3007,b3001_b3008,b3001_b3009,b3001_b3010,b3001_b3011,b3001_b3012,b3001_b3013,b3002_b3003,b3002_b3004,b3002_b3005,b3002_b3006,b3002_b3007,b3002_b3008,b3002_b3009,b3002_b3010,b3002_b3011,b3002_b3012,b3002_b3013,b3003_b3004,b3003_b3005,b3003_b3006,b3003_b3007,b3003_b3008,b3003_b3009,b3003_b3010,b3003_b3011,b3003_b3012,b3003_b3013,b3004_b3005,b3004_b3006,b3004_b3007,b3004_b3008,b3004_b3009,b3004_b3010,b3004_b3011,b3004_b3012,b3004_b3013,b3005_b3006,b3005_b3007,b3005_b3008,b3005_b3009,b3005_b3010,b3005_b3011,b3005_b3012,b3005_b3013,b3006_b3007,b3006_b3008,b3006_b3009,b3006_b3010,b3006_b3011,b3006_b3012,b3006_b3013,b3007_b3008,b3007_b3009,b3007_b3010,b3007_b3011,b3007_b3012,b3007_b3013,b3008_b3009,b3008_b3010,b3008_b3011,b3008_b3012,b3008_b3013,b3009_b3010,b3009_b3011,b3009_b3012,b3009_b3013,b3010_b3011,b3010_b3012,b3010_b3013,b3011_b3012,b3011_b3013,b3012_b3013,x,y
0.0,0.0,-0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0
0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0
0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0
0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.9027777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9027777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9027777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9027777777777777,0.9027777777777777,0.9027777777777777,0.9027777777777777,0.9027777777777777,0.9027777777777777,0.9027777777777777,0.9027777777777777,0.9027777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.9097222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9097222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9097222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9097222222222222,0.9097222222222222,0.9097222222222222,0.9097222222222222,0.9097222222222222,0.9097222222222222,0.9097222222222222,0.9097222222222222,0.9097222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0
0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.8819444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8819444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8819444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8819444444444444,0.8819444444444444,0.8819444444444444,0.8819444444444444,0.8819444444444444,0.8819444444444444,0.8819444444444444,0.8819444444444444,0.8819444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.8402777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8402777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8402777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8402777777777778,0.8402777777777778,0.8402777777777778,0.8402777777777778,0.8402777777777778,0.8402777777777778,0.8402777777777778,0.8402777777777778,0.8402777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
0.0,0.0,-0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0
